Timestamp,difficulty
9/30/13 0:00,148819199.8
10/3/13 0:00,148819199.8
10/6/13 0:00,189281249.3
10/9/13 0:00,189281249.3
10/12/13 0:00,189281249.3
10/15/13 0:00,189281249.3
10/18/13 0:00,267731249.5
10/21/13 0:00,267731249.5
10/24/13 0:00,267731249.5
10/27/13 0:00,390928787.6
10/30/13 0:00,390928787.6
11/2/13 0:00,390928787.6
11/4/13 23:00,390928787.6
11/7/13 23:00,510929738
11/10/13 23:00,510929738
11/13/13 23:00,510929738
11/16/13 23:00,609482679.9
11/19/13 23:00,609482679.9
11/22/13 23:00,609482679.9
11/25/13 23:00,609482679.9
11/28/13 23:00,707408283.1
12/1/13 23:00,707408283.1
12/4/13 23:00,707408283.1
12/7/13 23:00,707408283.1
12/10/13 23:00,908350862.4
12/13/13 23:00,908350862.4
12/16/13 23:00,908350862.4
12/19/13 23:00,908350862.4
12/22/13 23:00,1180923195
12/25/13 23:00,1180923195
12/28/13 23:00,1180923195
12/31/13 23:00,1180923195
1/3/14 23:00,1418481395
1/6/14 23:00,1418481395
1/9/14 23:00,1418481395
1/12/14 23:00,1789546951
1/15/14 23:00,1789546951
1/18/14 23:00,1789546951
1/21/14 23:00,1789546951
1/24/14 23:00,2193847870
1/27/14 23:00,2193847870
1/30/14 23:00,2193847870
2/2/14 23:00,2193847870
2/5/14 23:00,2621404453
2/8/14 23:00,2621404453
2/11/14 23:00,2621404453
2/14/14 23:00,2621404453
2/17/14 23:00,3129573175
2/20/14 23:00,3129573175
2/23/14 23:00,3129573175
2/26/14 23:00,3129573175
3/1/14 23:00,3815723799
3/4/14 23:00,3815723799
3/7/14 23:00,3815723799
3/11/14 0:00,3815723799
3/14/14 0:00,4250217920
3/17/14 0:00,4250217920
3/20/14 0:00,4250217920
3/23/14 0:00,4250217920
3/26/14 0:00,5006860589
3/29/14 0:00,5006860589
4/1/14 0:00,5006860589
4/4/14 0:00,5006860589
4/7/14 0:00,6119726089
4/10/14 0:00,6119726089
4/13/14 0:00,6119726089
4/16/14 0:00,6119726089
4/19/14 0:00,6978842650
4/22/14 0:00,6978842650
4/25/14 0:00,6978842650
4/28/14 0:00,6978842650
5/1/14 0:00,8000872136
5/4/14 0:00,8000872136
5/7/14 0:00,8000872136
5/10/14 0:00,8000872136
5/13/14 0:00,8853416309
5/16/14 0:00,8853416309
5/19/14 0:00,8853416309
5/22/14 0:00,8853416309
5/25/14 0:00,10455720138
5/28/14 0:00,10455720138
5/31/14 0:00,10455720138
6/3/14 0:00,10455720138
6/6/14 0:00,11756551917
6/9/14 0:00,11756551917
6/12/14 0:00,11756551917
6/15/14 0:00,11756551917
6/18/14 0:00,13462580115
6/21/14 0:00,13462580115
