Open,Close,High,Low,Volume,Date
0,59.75,0,0,,08/26/16
0,60.2,0,0,,08/25/16
0,59.9,0,0,,08/24/16
0,60.05,0,0,,08/23/16
0,60.35,0,0,,08/22/16
0,60.1,0,0,,08/19/16
0,60.5,0,0,,08/18/16
0,61.05,0,0,,08/17/16
0,61.05,0,0,,08/16/16
0,61,0,0,,08/15/16
0,61.45,0,0,,08/12/16
60.3,61,60.3,60.3,,08/11/16
0,59.7,0,0,,08/10/16
0,60.8,0,0,,08/09/16
0,60.15,0,0,,08/08/16
58.75,57.75,58.75,58.35,,08/05/16
60.4,59.15,60.4,60.25,,08/04/16
61.2,61.1,61.2,61.1,,08/03/16
0,61.6,0,0,,08/02/16
0,61.75,0,0,,08/01/16
0,61.6,0,0,,07/29/16
0,57.15,0,0,,07/28/16
0,57.2,0,0,,07/27/16
0,57.1,0,0,,07/26/16
0,57,0,0,,07/25/16
0,56.7,0,0,,07/22/16
0,56.95,0,0,,07/21/16
0,56.95,0,0,,07/20/16
0,57.15,0,0,,07/19/16
0,57.6,0,0,,07/18/16
0,57.95,0,0,,07/15/16
0,58.1,0,0,,07/14/16
0,58.2,0,0,,07/13/16
0,57.7,0,0,,07/12/16
0,56.35,0,0,,07/11/16
0,56.45,0,0,,07/08/16
0,57.1,0,0,,07/07/16
0,56.55,0,0,,07/06/16
0,56.55,0,0,,07/05/16
0,57.05,0,0,,07/04/16
0,56.4,0,0,,07/01/16
0,55,0,0,,06/30/16
0,53.75,0,0,,06/29/16
0,53.45,0,0,,06/28/16
53.15,53,53.15,53.15,,06/27/16
0,54.3,0,0,,06/24/16
0,51.3,0,0,,06/23/16
0,51.3,0,0,,06/22/16
0,51.2,0,0,,06/21/16
0,51.5,0,0,,06/20/16
51,50.9,51,51,,06/17/16
0,50.7,0,0,,06/16/16
0,50.6,0,0,,06/15/16
0,50.45,0,0,,06/14/16
0,50.4,0,0,,06/13/16
50.8,50.35,50.8,50.8,,06/10/16
50.85,50.75,50.85,50.85,,06/09/16
0,51,0,0,,06/08/16
52,51.95,52,52,,06/07/16
53,52.6,53,53,,06/06/16
51.9,51.8,51.9,51.9,,06/03/16
0,51.1,0,0,,06/02/16
0,50.75,0,0,,06/01/16
0,51.15,0,0,,05/31/16
0,50.9,0,0,,05/30/16
0,50.9,0,0,,05/27/16
0,48.2,0,0,,05/26/16
0,48.05,0,0,,05/25/16
0,47.9,0,0,,05/24/16
0,47.8,0,0,,05/23/16
48,48,48.15,48,,05/20/16
48,47.85,48,47.85,,05/19/16
47.95,48.05,47.95,47.95,,05/18/16
48.3,48.25,48.3,48.3,,05/17/16
48.2,48.2,48.2,48.2,,05/16/16
0,47.9,0,0,,05/13/16
48.1,47.9,48.1,47.95,,05/12/16
47.7,47.85,47.75,47.7,,05/11/16
0,47.35,0,0,,05/10/16
47.3,47.2,47.3,47.3,,05/09/16
47.2,47.25,47.4,47.2,,05/06/16
0,46.4,0,0,,05/05/16
0,45.8,0,0,,05/04/16
0,45.45,0,0,,05/03/16
0,45.85,0,0,,05/02/16
0,45.85,0,0,,04/29/16
0,45.75,0,0,,04/28/16
0,45.7,0,0,,04/27/16
0,45.7,0,0,,04/26/16
0,45.65,0,0,,04/25/16
0,45.65,0,0,,04/22/16
0,45.55,0,0,,04/21/16
0,45.75,0,0,,04/20/16
0,46.05,0,0,,04/19/16
0,46.05,0,0,,04/18/16
0,45.75,0,0,,04/15/16
0,45.6,0,0,,04/14/16
0,44.85,0,0,,04/13/16
0,44.85,0,0,,04/12/16
0,44.95,0,0,,04/11/16
0,44.7,0,0,,04/08/16
0,43.95,0,0,,04/07/16
0,44.45,0,0,,04/06/16
0,44.7,0,0,,04/05/16
0,44.6,0,0,,04/04/16
0,44.85,0,0,,04/01/16
0,44.95,0,0,,03/31/16
0,44.6,0,0,,03/30/16
0,44.45,0,0,,03/29/16
0,44.6,0,0,,03/28/16
0,44.6,0,0,,03/24/16
0,46.25,0,0,,03/23/16
0,46.3,0,0,,03/22/16
0,46.55,0,0,,03/21/16
0,46.6,0,0,,03/18/16
0,46.4,0,0,,03/17/16
0,45.95,0,0,,03/16/16
0,45.9,0,0,,03/15/16
0,45.9,0,0,,03/14/16
0,46.4,0,0,,03/11/16
0,46.55,0,0,,03/10/16
0,46.55,0,0,,03/09/16
0,46.3,0,0,,03/08/16
0,46.7,0,0,,03/07/16
0,46.35,0,0,,03/04/16
0,45.95,0,0,,03/03/16
0,44.7,0,0,,03/02/16
0,44.75,0,0,,03/01/16
0,44.3,0,0,,02/29/16
0,44.55,0,0,,02/26/16
0,43.8,0,0,,02/25/16
0,43.85,0,0,,02/24/16
0,44,0,0,,02/23/16
0,43.6,0,0,,02/22/16
0,43.5,0,0,,02/19/16
0,43.4,0,0,,02/18/16
0,43.55,0,0,,02/17/16
0,43.45,0,0,,02/16/16
0,43.5,0,0,,02/15/16
0,43.55,0,0,,02/12/16
0,43.6,0,0,,02/11/16
0,43.6,0,0,,02/10/16
0,43.7,0,0,,02/09/16
0,44.15,0,0,,02/08/16
0,44.15,0,0,,02/05/16
0,44.5,0,0,,02/04/16
0,45.2,0,0,,02/03/16
0,45.05,0,0,,02/02/16
0,44.3,0,0,,02/01/16
0,44.75,0,0,,01/29/16
0,45.75,0,0,,01/28/16
0,45.7,0,0,,01/27/16
0,45.7,0,0,,01/26/16
0,45.7,0,0,,01/25/16
0,45.85,0,0,,01/22/16
0,45.8,0,0,,01/21/16
0,45.45,0,0,,01/20/16
0,45.45,0,0,,01/19/16
0,45.3,0,0,,01/18/16
0,45.35,0,0,,01/15/16
0,45.7,0,0,,01/14/16
0,45.85,0,0,,01/13/16
0,46.2,0,0,,01/12/16
0,46.7,0,0,,01/11/16
0,47.15,0,0,,01/08/16
0,48.5,0,0,,01/07/16
0,48.45,0,0,,01/06/16
0,47.75,0,0,,01/05/16
0,47.7,0,0,,01/04/16
0,47.45,0,0,,12/31/15
0,47.4,0,0,,12/30/15
0,47.4,0,0,,12/29/15
0,47,0,0,,12/28/15
0,47,0,0,,12/24/15
0,47.8,0,0,,12/23/15
0,47.6,0,0,,12/22/15
0,47.6,0,0,,12/21/15
0,47.8,0,0,,12/18/15
0,47.75,0,0,,12/17/15
0,47.75,0,0,,12/16/15
0,47.7,0,0,,12/15/15
0,47.65,0,0,,12/14/15
0,47.35,0,0,,12/11/15
0,47.4,0,0,,12/10/15
0,47.45,0,0,,12/09/15
0,47.4,0,0,,12/08/15
0,47.75,0,0,,12/07/15
0,48.55,0,0,,12/04/15
0,48.95,0,0,,12/03/15
0,49.1,0,0,,12/02/15
0,49.7,0,0,,12/01/15
0,49.95,0,0,,11/30/15
0,50.3,0,0,,11/27/15
0,53.85,0,0,,11/26/15
0,53.95,0,0,,11/25/15
0,53.95,0,0,,11/24/15
0,54,0,0,,11/23/15
0,54.35,0,0,,11/20/15
0,54.55,0,0,,11/19/15
0,54.6,0,0,,11/18/15
0,54.45,0,0,,11/17/15
0,53.95,0,0,,11/16/15
0,53.45,0,0,,11/13/15
0,53.45,0,0,,11/12/15
0,53.5,0,0,,11/11/15
0,53.25,0,0,,11/10/15
0,53,0,0,,11/09/15
0,53.3,0,0,,11/06/15
0,53.15,0,0,,11/05/15
0,53.15,0,0,,11/04/15
0,53.6,0,0,,11/03/15
0,53.2,0,0,,11/02/15
0,53.25,0,0,,10/30/15
0,52.5,0,0,,10/29/15
0,52.55,0,0,,10/28/15
0,52.65,0,0,,10/27/15
0,52.45,0,0,,10/26/15
0,52.15,0,0,,10/23/15
0,51.95,0,0,,10/22/15
0,51.9,0,0,,10/21/15
0,51.9,0,0,,10/20/15
0,51.85,0,0,,10/19/15
0,51.85,0,0,,10/16/15
0,51.75,0,0,,10/15/15
0,51.65,0,0,,10/14/15
0,51.9,0,0,,10/13/15
0,52.05,0,0,,10/12/15
0,52.4,0,0,,10/09/15
0,52.15,0,0,,10/08/15
0,52.25,0,0,,10/07/15
0,52.65,0,0,,10/06/15
0,52,0,0,,10/05/15
0,51.1,0,0,,10/02/15
0,51,0,0,,10/01/15
51.6,51.4,51.6,51.6,,09/30/15
0,52.1,0,0,,09/29/15
0,52.05,0,0,,09/28/15
0,52.65,0,0,,09/25/15
0,53.85,0,0,,09/24/15
0,53.9,0,0,,09/23/15
0,53.9,0,0,,09/22/15
0,54,0,0,,09/21/15
0,54.1,0,0,,09/18/15
0,54.15,0,0,,09/17/15
0,54.15,0,0,,09/16/15
0,53.55,0,0,,09/15/15
0,53.65,0,0,,09/14/15
0,53.85,0,0,,09/11/15
0,53.8,0,0,,09/10/15
0,53.6,0,0,,09/09/15
0,53.9,0,0,,09/08/15
0,53.65,0,0,,09/07/15
0,54.55,0,0,,09/04/15
0,55.15,0,0,,09/03/15
0,54.85,0,0,,09/02/15
55.25,54.95,55.25,55.25,,09/01/15
0,54.95,0,0,,08/31/15
0,54.95,0,0,,08/28/15
0,55.8,0,0,,08/27/15
0,55.8,0,0,,08/26/15
0,55.8,0,0,,08/25/15
0,55.8,0,0,,08/24/15
0,55.9,0,0,,08/21/15
0,55.95,0,0,,08/20/15
0,55.95,0,0,,08/19/15
0,56.05,0,0,,08/18/15
0,56.3,0,0,,08/17/15
0,56.3,0,0,,08/14/15
0,56.55,0,0,,08/13/15
0,56.4,0,0,,08/12/15
0,56.4,0,0,,08/11/15
0,57.4,0,0,,08/10/15
0,57.15,0,0,,08/07/15
0,57.85,0,0,,08/06/15
56.8,57.5,56.8,56.8,,08/05/15
57.05,57.05,57.05,57.05,,08/04/15
0,56.4,0,0,,08/03/15
0,56.75,0,0,,07/31/15
0,58.45,0,0,,07/30/15
0,58.45,0,0,,07/29/15
0,58.45,0,0,,07/28/15
0,58.55,0,0,,07/27/15
0,58.55,0,0,,07/24/15
0,58.5,0,0,,07/23/15
0,58.6,0,0,,07/22/15
0,58.6,0,0,,07/21/15
0,58.55,0,0,,07/20/15
0,58.4,0,0,,07/17/15
0,58.35,0,0,,07/16/15
0,58.35,0,0,,07/15/15
58.65,58.55,58.65,58.65,,07/14/15
0,58.55,0,0,,07/13/15
0,58.75,0,0,,07/10/15
0,58.5,0,0,,07/09/15
0,58.35,0,0,,07/08/15
0,58.15,0,0,,07/07/15
0,58.5,0,0,,07/06/15
0,58.95,0,0,,07/03/15
0,59.5,0,0,,07/02/15
0,59.75,0,0,,07/01/15
59.4,60.2,60.1,59.4,,06/30/15
0,59.1,0,0,,06/29/15
0,59.1,0,0,,06/26/15
0,58.2,0,0,,06/25/15
0,58.1,0,0,,06/24/15
0,58.15,0,0,,06/23/15
0,58.3,0,0,,06/22/15
0,58,0,0,,06/19/15
0,58,0,0,,06/18/15
0,58,0,0,,06/17/15
0,57.85,0,0,,06/16/15
0,57.9,0,0,,06/15/15
0,57.75,0,0,,06/12/15
0,57.3,0,0,,06/11/15
0,56.8,0,0,,06/10/15
0,56.75,0,0,,06/09/15
0,56.8,0,0,,06/08/15
0,56.8,0,0,,06/05/15
0,56.9,0,0,,06/04/15
0,57.4,0,0,,06/03/15
0,58.2,0,0,,06/02/15
0,57.65,0,0,,06/01/15
0,58.15,0,0,,05/29/15
0,58.8,0,0,,05/28/15
0,58.8,0,0,,05/27/15
0,58.75,0,0,,05/26/15
0,58.75,0,0,,05/25/15
0,58.75,0,0,,05/22/15
0,58.75,0,0,,05/21/15
0,58.9,0,0,,05/20/15
0,58.9,0,0,,05/19/15
0,59.05,0,0,,05/18/15
0,59.05,0,0,,05/15/15
0,59.15,0,0,,05/14/15
0,59.35,0,0,,05/13/15
0,59.35,0,0,,05/12/15
0,59.5,0,0,,05/11/15
0,59.55,0,0,,05/08/15
0,59.65,0,0,,05/07/15
0,60,0,0,,05/06/15
0,60.15,0,0,,05/05/15
0,59.9,0,0,,05/04/15
0,59.9,0,0,,05/01/15
60,59.8,60,59.7,,04/30/15
0,59.95,0,0,,04/29/15
0,59.4,0,0,,04/28/15
0,59.4,0,0,,04/27/15
0,59,0,0,,04/24/15
0,59.6,0,0,,04/23/15
0,59.55,0,0,,04/22/15
0,59.75,0,0,,04/21/15
0,59.9,0,0,,04/20/15
0,59.95,0,0,,04/17/15
0,59.95,0,0,,04/16/15
0,59.6,0,0,,04/15/15
0,59.5,0,0,,04/14/15
0,59.6,0,0,,04/13/15
0,59.05,0,0,,04/10/15
0,58.4,0,0,,04/09/15
0,57.4,0,0,,04/08/15
0,57.65,0,0,,04/07/15
0,58.55,0,0,,04/06/15
0,58.55,0,0,,04/02/15
0,58.7,0,0,,04/01/15
0,58.85,0,0,,03/31/15
0,59.2,0,0,,03/30/15
0,59.4,0,0,,03/27/15
0,60.9,0,0,,03/26/15
0,61,0,0,,03/25/15
0,60.9,0,0,,03/24/15
0,60.9,0,0,,03/23/15
0,60.95,0,0,,03/20/15
0,61,0,0,,03/19/15
0,61.45,0,0,,03/18/15
0,61.35,0,0,,03/17/15
0,61.5,0,0,,03/16/15
0,61.95,0,0,,03/13/15
0,62.1,0,0,,03/12/15
0,62.1,0,0,,03/11/15
0,61.9,0,0,,03/10/15
0,61.95,0,0,,03/09/15
0,61.65,0,0,,03/06/15
0,62.6,0,0,,03/05/15
0,62.8,0,0,,03/04/15
0,62.35,0,0,,03/03/15
63.35,63.1,63.35,63.35,,03/02/15
0,63.6,0,0,,02/27/15
0,61.8,0,0,,02/26/15
0,61.6,0,0,,02/25/15
0,61.75,0,0,,02/24/15
0,62.05,0,0,,02/23/15
0,62.25,0,0,,02/20/15
0,62,0,0,,02/19/15
0,62.45,0,0,,02/18/15
0,62.45,0,0,,02/17/15
0,62.55,0,0,,02/16/15
0,62.45,0,0,,02/13/15
0,62.75,0,0,,02/12/15
0,62.15,0,0,,02/11/15
0,61.65,0,0,,02/10/15
0,61.75,0,0,,02/09/15
0,61.25,0,0,,02/06/15
0,60.8,0,0,,02/05/15
0,58.75,0,0,,02/04/15
0,58.6,0,0,,02/03/15
0,57.7,0,0,,02/02/15
0,57.15,0,0,,01/30/15
0,58.85,0,0,,01/29/15
0,58.75,0,0,,01/28/15
0,58.6,0,0,,01/27/15
0,58.55,0,0,,01/26/15
0,58.55,0,0,,01/23/15
0,58.6,0,0,,01/22/15
0,58.65,0,0,,01/21/15
0,58.1,0,0,,01/20/15
0,58.05,0,0,,01/19/15
0,57.9,0,0,,01/16/15
0,58.2,0,0,,01/15/15
0,58.8,0,0,,01/14/15
0,59.65,0,0,,01/13/15
0,59.35,0,0,,01/12/15
0,60.1,0,0,,01/09/15
0,60.6,0,0,,01/08/15
0,60.85,0,0,,01/07/15
0,62.7,0,0,,01/06/15
0,63.75,0,0,,01/05/15
0,65.5,0,0,,01/02/15
