DATE,CBBTCUSD
3/15/22,39361.36
3/16/22,41109.85
3/17/22,40964.07
3/18/22,41806.03
3/19/22,42219.55
3/20/22,41271.13
3/21/22,41009.98
3/22/22,42359.88
3/23/22,42940.28
3/24/22,43979.48
3/25/22,44355.11
3/26/22,44548.42
3/27/22,46819.78
3/28/22,47191.31
3/29/22,47430.74
3/30/22,47022.82
3/31/22,45475.83
4/1/22,46222.43
4/2/22,45871.46
4/3/22,46358.05
4/4/22,46568.89
4/5/22,45449.25
4/6/22,43206.04
4/7/22,43432.08
4/8/22,42281.5
4/9/22,42773.37
4/10/22,42177.2
4/11/22,39615.2
4/12/22,40105.2
4/13/22,41101.04
4/14/22,39910.05
4/15/22,40566.6
4/16/22,40378.25
4/17/22,39670.73
4/18/22,40817.48
4/19/22,41480.25
4/20/22,41350.25
4/21/22,40464.52
4/22/22,39708.2
4/23/22,39468.1
4/24/22,39489.71
4/25/22,40490.41
4/26/22,38102.78
4/27/22,39188.42
4/28/22,39737.71
4/29/22,38597.17
4/30/22,37658.53
5/1/22,38496.42
5/2/22,38488.36
5/3/22,37708.41
5/4/22,39671.83
5/5/22,36516.79
5/6/22,36013.22
5/7/22,35445.54
5/8/22,34089.76
5/9/22,30176.73
5/10/22,30961.83
5/11/22,29027.82
5/12/22,28959.93
5/13/22,29292.4
5/14/22,30012.62
5/15/22,31258.75
5/16/22,29854.67
5/17/22,30391.04
5/18/22,28762.93
5/19/22,30258.84
5/20/22,29138.15
5/21/22,29426.6
5/22/22,30221.12
5/23/22,29095.68
5/24/22,29605.66
5/25/22,29487.83
5/26/22,29160.96
5/27/22,28608.55
5/28/22,28974.3
5/29/22,29441.17
5/30/22,31691.54
5/31/22,31804.27
6/1/22,29779.16
6/2/22,30428.98
6/3/22,29684.67
6/4/22,29832.02
6/5/22,29893.98
6/6/22,31324.88
6/7/22,31073.76
6/8/22,30195.33
6/9/22,30070.71
6/10/22,29061.88
6/11/22,28381.45
6/12/22,26633.35
6/13/22,22333
6/14/22,22122.57
6/15/22,22544.07
6/16/22,20336.62
6/17/22,20421.22
6/18/22,18989.21
6/19/22,20520.28
6/20/22,20534.33
6/21/22,20675.12
6/22/22,19997.23
6/23/22,21121.55
6/24/22,21206.32
6/25/22,21474.76
6/26/22,21025.22
6/27/22,20718.74
6/28/22,20251.34
6/29/22,20094.43
6/30/22,19837.58
7/1/22,19270.3
7/2/22,19210.52
7/3/22,19283.07
7/4/22,20205.89
7/5/22,20171.1
7/6/22,20556.8
7/7/22,21657.39
7/8/22,21582.54
7/9/22,21573.37
7/10/22,20806.95
7/11/22,19942.91
7/12/22,19302.71
7/13/22,20206.62
7/14/22,20583.48
7/15/22,20838.39
7/16/22,21195.28
7/17/22,20762.12
7/18/22,22368.75
7/19/22,23410.92
7/20/22,23237.11
7/21/22,23140.92
7/22/22,22706.35
7/23/22,22457.13
7/24/22,22592.39
7/25/22,21248.31
7/26/22,21277.3
7/27/22,22986.74
7/28/22,23875.62
7/29/22,23817.5
7/30/22,23643.31
7/31/22,23296.14
8/1/22,23250.19
8/2/22,23005.22
8/3/22,22820.48
8/4/22,22604.63
8/5/22,23285.14
8/6/22,22960.16
8/7/22,23187.41
8/8/22,23824.9
8/9/22,23138.91
8/10/22,23982.75
8/11/22,23956.28
8/12/22,24398.29
8/13/22,24447.08
8/14/22,24301.71
8/15/22,24092.27
8/16/22,23861.8
8/17/22,23357.89
8/18/22,23175.9
8/19/22,20850.04
8/20/22,21151.45
8/21/22,21513.86
8/22/22,21403.82
8/23/22,21529.34
8/24/22,21358.67
8/25/22,21518.35
8/26/22,20230.18
8/27/22,20018.43
8/28/22,19582.83
8/29/22,20291.07
8/30/22,19835.7
8/31/22,20025.48
9/1/22,20112.51
9/2/22,19946.87
9/3/22,19840.11
9/4/22,20006.54
9/5/22,19807.74
9/6/22,18777
9/7/22,19286.23
9/8/22,19320.01
9/9/22,21355.55
9/10/22,21660.39
9/11/22,21818.08
9/12/22,22412.6
9/13/22,20164.09
9/14/22,20216.63
9/15/22,19690.75
9/16/22,19784.17
9/17/22,20117.18
9/18/22,19425.05
9/19/22,19553.1
9/20/22,18869.22
9/21/22,18488.54
9/22/22,19402.35
9/23/22,19304.43
9/24/22,18944.06
9/25/22,18788.61
9/26/22,19224.81
9/27/22,19072.97
9/28/22,19407.62
9/29/22,19610.61
9/30/22,19415.8
10/1/22,19308.76
10/2/22,19072.29
10/3/22,19640.84
10/4/22,20344.37
10/5/22,20152.33
10/6/22,19962.19
10/7/22,19524.22
10/8/22,19409.72
10/9/22,19437.02
10/10/22,19104.67
10/11/22,19069.69
10/12/22,19157.32
10/13/22,19382.53
10/14/22,19187.64
10/15/22,19074.41
10/16/22,19270.79
10/17/22,19565.96
10/18/22,19334.77
10/19/22,19122.17
10/20/22,19046.77
10/21/22,19172.57
10/22/22,19210.62
10/23/22,19563.5
10/24/22,19332.45
10/25/22,20113.74
10/26/22,20760.56
10/27/22,20287.17
10/28/22,20594.01
10/29/22,20831.19
10/30/22,20634.95
10/31/22,20472.79
11/1/22,20479.49
11/2/22,20148.56
11/3/22,20205.32
11/4/22,21157.96
11/5/22,21304.72
11/6/22,20912.34
11/7/22,20578.77
11/8/22,18561.6
11/9/22,15850.62
11/10/22,17573.15
11/11/22,16997.14
11/12/22,16777.73
11/13/22,16290.62
11/14/22,16576.49
11/15/22,16869.14
11/16/22,16660.48
11/17/22,16677.36
11/18/22,16673.07
11/19/22,16667.74
11/20/22,16261.22
11/21/22,15755.75
11/22/22,16206.32
11/23/22,16597.46
11/24/22,16579.3
11/25/22,16508.49
11/26/22,16452.39
11/27/22,16428.77
11/28/22,16193.89
11/29/22,16441.63
11/30/22,17179.78
12/1/22,16980.55
12/2/22,17099.27
12/3/22,16883.68
12/4/22,17102.35
12/5/22,16970.79
12/6/22,17089.95
12/7/22,16844.05
12/8/22,17228.23
12/9/22,17129.01
12/10/22,17131.03
12/11/22,17087.42
12/12/22,17209.62
12/13/22,17763.65
12/14/22,17815.79
12/15/22,17358
12/16/22,16627.33
12/17/22,16785.87
12/18/22,16754.6
12/19/22,16453.07
12/20/22,16893.02
12/21/22,16821.03
12/22/22,16819.21
12/23/22,16776.77
12/24/22,16833.61
12/25/22,16831.17
12/26/22,16940.82
12/27/22,16693.38
12/28/22,16539.02
12/29/22,16626.11
12/30/22,16606.43
12/31/22,16531
1/1/23,16615.18
1/2/23,16660.83
1/3/23,16670.38
1/4/23,16850.4
1/5/23,16824.98
1/6/23,16950.6
1/7/23,16945.34
1/8/23,17134.34
1/9/23,17181.15
1/10/23,17444.75
1/11/23,17942.22
1/12/23,18863.74
1/13/23,19909.21
1/14/23,20970.85
1/15/23,20871.25
1/16/23,21186.93
1/17/23,21153.37
1/18/23,20710.89
1/19/23,21088.14
1/20/23,22686.85
1/21/23,22785.59
1/22/23,22706.71
1/23/23,22915.32
1/24/23,22612.34
1/25/23,23072.42
1/26/23,23028.35
1/27/23,23072.62
1/28/23,23034.71
1/29/23,23736.52
1/30/23,22832.32
1/31/23,23134.74
2/1/23,23740.02
2/2/23,23548.98
2/3/23,23426.4
2/4/23,23318.95
2/5/23,22938.03
2/6/23,22751.79
2/7/23,23260.42
2/8/23,22973.38
2/9/23,21804.16
2/10/23,21629.58
2/11/23,21857.51
2/12/23,21784.08
2/13/23,21786.33
2/14/23,22193.69
2/15/23,24340.76
2/16/23,23468.21
2/17/23,24562.04
2/18/23,24626.23
2/19/23,24316.05
2/20/23,24835.63
2/21/23,24447.91
2/22/23,24187.63
2/23/23,23938.48
2/24/23,23181.45
2/25/23,23157.01
2/26/23,23551.19
2/27/23,23479.61
2/28/23,23146.93
3/1/23,23634.46
3/2/23,23469.09
3/3/23,22343.55
3/4/23,22345.17
3/5/23,22429.5
3/6/23,22419.33
3/7/23,22198.95
3/8/23,21712.64
3/9/23,20364.09
3/10/23,20227.02
3/11/23,20607.79
3/12/23,22284.36
3/13/23,24239.87
3/14/23,24786.83
3/15/23,24350.57
3/16/23,25040.11
3/17/23,27442.51
3/18/23,26991.27
3/19/23,28050.01
3/20/23,27818.07
3/21/23,28195.56
3/22/23,27324.09
3/23/23,28361.31
3/24/23,27488.93
3/25/23,27485.45
3/26/23,27987.14
3/27/23,27139.64
3/28/23,27273.12
3/29/23,28366.67
3/30/23,28036.88
3/31/23,28492.72
